measles,german_measles
spacecraft,starship
sports_meeting,track_meet
changeability,mutableness
digitalin,lanoxin
quality,register
passport,safe-conduct
carabid_beetle,calosoma
combine,summate
government_building,town_hall
glandulae_sebaceae,montgomery's_tubercle
paddle-wheeler,sternwheeler
apomixis,parthenogenesis
criticism,review
suffusion,carbonation
surinamese_monetary_unit,gulden
bribery,commercial_bribery
scholarship,letters
politics,practical_politics
mount,remount
jack_salmon,strizostedion_vitreum_glaucum
listeria,l._monocytogenes
febrility,hyperpyrexia
inexplicitness,implicitness
sandpiper,tattler
cirsium_flodmanii,european_woolly_thistle
murderer,ripper
glider,hang_glider
delicious,red_delicious
clavier,harpsichord
dry_land,wonderland
carapace,cuticula
girder,i-beam
retention,urinary_retention
hard_disk,removable_disk
loft,hayloft
wind_vane,wind_tee
serum,milk_whey
pneumatic_tyre,tubeless_tire
book,epistle
security_review,national_censorship
phanerogam,flowering_plant
acoustic_spectrum,speech_spectrum
trisaccharide,raffinose
marine_mussel,edible_mussel
fort,embattle
typist,touch-typist
power_drill,pneumatic_drill
naivety,simpleness
x-raying,computerized_tomography
locoweed,oxytropis_lambertii
branch,tributary
dichromia,yellow-blue_color_blindness
motive,obligato
pleasure_seeker,man-about-town
landmark,craniometric_point
aphid,woolly_aphid
axletree,axle_bar
lady's_slipper,mountain_lady's_slipper
puppet,glove_doll
electromagnetic_radiation,x-radiation
mood,interrogative_mood
knife_pleat,sunray_pleat
pursuer,bounty_hunter
crotch,male_genitals
lycopersicon_esculentum,cherry_tomato
echo,bong
langur,presbytes_entellus
pinna,cauliflower_ear
allergic_eczema,baker's_eczema
compartment,well
herbal,tisane
comb,heckle
public_speaker,tub-thumper
stag,royal_stag
cicala,periodical_cicada
signature,common_touch
chocolate_sauce,hot-fudge_sauce
bilge,bilges
curate,ministrant
hot_dog,chili_dog
gauge,standard_gauge
edible_bean,soya_bean
diagnostic_procedure,thermography
adhesive_tape,masking_tape
clot_buster,activase
error_correction_code,cyclic_redundancy_check
deshabille,shirtsleeves
derivation,eponymy
patterned_advance,harmonic_progression
brit,patrial
roe_deer,roebuck
facts_of_life,multiplication
pointrel,scorper
devotee,metalhead
pragmatism,instrumentalism
intestine,large_intestine
tongue,triple-tongue
roughneck,tough_guy
crescendo,swell
downslope,steep
flannel_leaf,aaron's_rod
coiffure,thatch
ball-and-socket_joint,articulatio_coxae
belgian_griffon,brabancon_griffon
local_department,sanitation_department
totalitarianism,police_state
yellowwood_tree,gymnospermous_yellowwood
pneumoconiosis,silicosis
stage_technician,sceneshifter
knockout_drops,mickey_finn
reimbursement,costs
closeness,furtiveness
raw_throat,streptococcal_sore_throat
painful_sensation,twinge
beeswax,ghedda_wax
keel,bilge_keel
spurt,spritz
skeptic,pessimist
hedgerow,windbreak
bracketed_blenny,pholis_gunnellus
main_street,main_drag
scorpaenoid,flying_robin
harmonic,overtone
treatise,monograph
tendrac,tenrec_ecaudatus
carangid,scad
achromaticity,achromia
remark,zinger
addendum,continuation
peridotite,kimberlite
management,house
beach_waggon,shooting_brake
cherry_tomato,plum_tomato
decrease,tax_credit
atomizer,airbrush
protoctist_genus,genus_sarcocystis
non-christian_priest,votary
temporal_order,timing
corneal_transplant,epikeratophakia
definiteness,conclusiveness
delivery,midwifery
macula,plague_spot
chorister,choirboy
relapse,recidivism
evening_primrose,oenothera_macrocarpa
political_system,theocracy
thrift,cliff_rose
jurisprudence,tax_law
supplying,subvention
elitist,mandarin
pasque_flower,pulsatilla_vulgaris
railroad_car,van
private_corporation,family_business
prop,custard_pie
contact_sport,football
spore_case,tetrasporangium
hairline,hair_stroke
mustang,bronc
washup,vapour_bath
discomposure,perturbation
meninges,pia_mater
cartilaginous_tube,windpipe
boxcar,stockcar
ii,snake_eyes
exhibition_area,palace
placental,digitigrade
laparotomy,laparoscopy
gloom,bareness
irish,middle_irish
base,pyrimidine
ferrocyanide,yellow_prussiate_of_potash
clairvoyance,foreknowledge
code_of_conduct,protocol
upright_piano,spinet
lcd,passive_matrix_display
floating,dead-man's_float
statistician,surveyor
scolding,wig
legal_duty,fiduciary_duty
veau,calves'_feet
tyre,wagon_tire
sculptor,sculptress
jument,pack_animal
sibling,twin
haw,crataegus_pedicellata
brainstorm,flash
basswood,silver_lime
trap,dry-gulching
malefactor,law_offender
simple_machine,wheel
twin,mismatch
spaceman,spacewalker
expectation,apprehension
spinal,saddle_block_anaesthesia
pretext,putoff
inquiring,examination
prodigy,death_knell
icterus_galbula,icterus_galbula_bullockii
coordinate_system,space-time
social_station,place
united_states_dollar,eurodollar
amphibious_vehicle,marsh_buggy
polymer,trimer
railway,switch
downfall,anticlimax
rn,nurse_clinician
while,snap
beryl,morganite
spontaneous_abortion,partial_abortion
gene,holandric_gene
chemical_irritant,isothiocyanate
brome,bromus_japonicus
fiddle,slack
cotoneaster,cotoneaster_horizontalis
green_goods,eater
salamander,siren
rescuer,succourer
formal,prom
hoops,professional_basketball
germ,muse
congenital_abnormality,tongue_tie
small_stuff,spun_yarn
news_story,sidebar
finnish_monetary_unit,penni
plastic_laminate,formica
worshipper,hero_worshipper
meadowgrass,poa_nemoralis
objet_d'art,virtu
erythema_nodosum,enl
awarding,addiction
snap,elasticity_of_shear
counterbalance,symmetry
pod,loment
material_body,female_body
apposition,tessellation
stinginess,selfishness
kingcup,ranunculus_sceleratus
craniometric_point,symphysion
pharmacist,pharmaceutical_chemist
apparition,spook
bevel_gear,differential_gear
tobacco_user,pipe_smoker
statement,earnings_report
dune,seif_dune
pertinence,germaneness
infective_agent,pathogen
hatred,ill_will
billiard_ball,object_ball
forced_landing,crash_landing
recognisance,bond
exhibit,pillory
israelite,zionist
belgian_shepherd,malinois
concave_polygon,reentering_polygon
breakfast_food,muesli
tennis_shoe,plimsoll
scallywag,brat
ab,transverse_muscle_of_abdomen
artery,arteria_vertebralis
gigolo,lounge_lizard
display_board,big_board
artistic_movement,symbolism
armour,shield
bun,bagel
adult,adult_female
dipteron,daddy_longlegs
confection,nonpareil
avocation,speleology
bignoniaceae,trumpet_creeper
bunting,snowflake
revolutionary_calendar_month,fructidor
dupe,easy_mark
tunnel,rabbit_warren
ascetic,stylite
uproar,combustion
ax,poleaxe
font,helvetica
responder,examinee
falling_out,schism
pedestrian_bridge,jet_bridge
round_arch,basket-handle_arch
umbellifer,wild_parsley
takeover_attempt,proxy_fight
equivocalness,no_man's_land
sociality,sociableness
amusement,show
social_organisation,segregation
imagery,pretense
instance,sample
tube,vas
united_states_department_of_state,foggy_bottom
dbms,object-oriented_database_management_system
straight_chair,windsor_chair
confinement,constraint
retinitis,chorioretinitis
religiousness,religiosity
sister,beguine
explosive,tetryl
dunk_shot,slam_dunk
stomach,underbody
registered_security,registered_bond
vasodilator,nitrostat
particulate_radiation,neutron_radiation
thing,variable
support_payment,child_support
doorbell,night_bell
oblation,offertory
missive,invitation
flunkey,pushover
circular,stuffer
jacket,dust_wrapper
mp,shore_patrol
distressingness,sharpness
spying,espionage
purgative,seidlitz_powders
contractor,muscle
fountain,hot_spring
times,roman_times
point_of_view,camera_angle
cichlid_fish,tilapia_nilotica
mens_rea,premeditation
atmospheric_pressure,sea-level_pressure
airman,pilot
iodoprotein,thyroglobulin
magnetomotive_force_unit,magneton
acylation,acetylation
springboard,diving_board
loser,underdog
sub,nautilus
slacker,scrimshanker
plebe,midshipman
chieftain,pendragon
rust_fungus,apple_rust
ctenophore,venus's_girdle
fluorescence_microscopy,indirect_immunofluorescence
upstart,junior
insurrectionist,young_turk
crop,root_crop
plate_iron,tank_iron
typewriting,touch_system
exiguity,sparseness
shearwater,puffinus_puffinus
surrender,extradition
swarm,plague
transducer,magic_eye
tolu,balsam_of_peru
bologna,polony
blood_donor,universal_donor
sterol,ergosterol
dinoflagellate,peridinian
sanctuary,safe_house
ostentation,pedantry
psychiatrist,alienist
seizing,grasp
catalpa,catalpa_speciosa
plunger,venture_capitalist
piece_de_resistance,rariora
clinch,press
oil_gland,preen_gland
lonicera_canadensis,swamp_fly_honeysuckle
finish,put_away
cardiac_rhythm,atrioventricular_nodal_rhythm
moth_plant,phalaenopsis_amabilis
poacher,alligatorfish
parade,callithump
catchment_basin,retention_basin
diatonic_scale,musical_mode
star_grass,hypoxis_hirsuta
labour_party,australian_labor_party
restriction,clampdown
handcart,shopping_cart
mixed_bag,sampler
entremets,raita
fracture,refracture
drome,heliport
breeding,horse_breeding
roller-skater,rollerblader
marshal,field_marshal
exploitation,unitization
implant,shunt
sutura,sagittal_suture
antimalarial_drug,quinine
vegetable,cardoon
vestal_virgin,rea_silvia
disgust,nausea
noble_gas,xenon
playground,borsht_circuit
localization,laterality
blackberry_bush,running_blackberry
controversialist,meliorist
snowbird,dark-eyed_junco
kumquat,nagami_kumquat
sorb_apple,wild_service_tree
replacing,supplanting
depressive_disorder,retarded_depression
litigator,prevailing_party
alarum,alarm_bell
drawstring_bag,seabag
hogwash,bull
social_relation,alchemy
tailflower,anthurium_scherzerianum
sports_implement,racket
agent,trustbuster
vegetative_cell,target_cell
deviation,red_herring
credit_line,consumer_credit
outline,lipstick
sepulture,burial_vault
windlass,yarder
titanosaurian,genus_argentinosaurus
handicap,hock
septum,nasal_septum
force_field,radiation_field
whip_snake,masticophis_bilineatus
e,alpha-tocopheral
curriculum,degree_program
uralic,samoyedic
public_press,magazine
requiem,keen
hydroelectric_turbine,francis_turbine
alcove,carrel
extractor,ultracentrifuge
stability,monotony
digital_camera,webcam
atropine,belladonna
resoluteness,steadfastness
obsequiousness,sycophancy
mash,chicken_feed
external_body_part,face
nervus_spinalis,thoracic_nerve
limpidity,explicitness
round_dance,schottische
insistence,purism
valence,covalence
navigation,cabotage
specs,shades
meshing,wirework
monday,whitmonday
traveling_bag,weekender
vespid_wasp,potter_wasp
zeolite,phillipsite
digit,toe
alarm_system,siren
redactor,abbreviator
english_toy_spaniel,blenheim_spaniel
pierid_butterfly,cabbage_butterfly
androgenic_hormone,testosterone
self,number_one
illiterate_person,functional_illiterate
threat,menace
restaurant,steakhouse
prevention,stifling
idealism,knight_errantry
aquatic_bird,sea_bird
mat,place_mat
ill_luck,hard_cheese
chess,shogi
sharia_law,hudud
storm_signal,storm_cone
impureness,pollution
decoy,stool_pigeon
computer_programmer,hacker
roman_deity,parcae
operating_surgeon,neurosurgeon
resurgence,resuscitation
face_mask,ski_mask
preference_shares,cumulative_preferred
insulation,lining
sorcery,obiism
chile,cayenne_pepper
faqir,dervish
cantonment,laager
stretching,pandiculation
conventionalism,conformity
tampon,tampax
electric_resistance,ohmage
cult,voodooism
whispering,stage_whisper
false_mildew,tobacco_mildew
slat,lag
psychotherapeutics,jungian_psychology
grand_piano,concert_piano
plant_part,ligule
recklessness,desperation
sea,head_sea
vastness,enormity
inexactitude,impreciseness
apatite,fluorapatite
house_cat,manx_cat
visual_signal,barber's_pole
calculation,integral
baffle_board,diffusor
striker,head
lady_of_pleasure,white_slave
gammon,prosciutto
blasphemer,swearer
interior_design,lighting
god,juggernaut
contraction,vaginismus
grasshopper,long-horned_grasshopper
indian_chief,sagamore
spitz,keeshond
clupea_harangus,pacific_herring
topical_anaesthetic,tetracaine
macrocosm,nature
agglutinogen,isoagglutinogen
parallelepipedon,rhombohedron
plausibility,reasonableness
johnnycake,shawnee_cake
aquatic_fern,floating_fern
philia,soft_spot
diary,web_log
overheating,meltdown
codefendant,respondent
dreaming,wet_dream
judicial_writ,subpoena_duces_tecum
athletic_facility,swimming_pool
pseudomonad,pseudomonas_solanacearum
appraisal,overappraisal
somataesthesis,feeling_of_movement
dental_appliance,retainer
account,chit
nobleness,sublimity
championship,triple_crown
salaciousness,smuttiness
relation,spouse
honeymooner,bridegroom
orthodox_catholic_church,russian_orthodox_church
fiduciary,legal_guardian
jamb,doorjamb
investment_funds,speculation
tightrope,high_wire
actinic_radiation,visible_radiation
anglican_church,episcopal_church_of_scotland
length,altitude
disfunction,palsy
secreter,endocrine
schematic_drawing,wiring_diagram
waxycap,neohygrophorus_angelesianus
backside,rearward
timidity,faintness
mathematics_teacher,geometry_teacher
sledge,toboggan
button,reset_button
junket,field_trip
solace,bright_side
bed_linen,bed_sheet
vas,blood_vessel
radiation_therapy,x-ray_therapy
anticholinergic,daricon
throughway,turnpike
notice,dismission
computer_user,system_administrator
opposite_number,complement
egyptian_monetary_unit,pound
finger_hole,thumbhole
anise_tree,illicium_verum
granny,nan
origin,procession
liquefaction,dissolving
homeless,bag_lady
protester,nimby
transitoriness,ephemerality
brush_kangaroo,tree_wallaby
crook,bight
ribonucleic_acid,transfer_rna
hindbrain,metencephalon
hellebore,green_hellebore
steerer,cox
caragana,chinese_pea_tree
perennial,button_snakeroot
golden_spleen,chrysosplenium_americanum
technology,rocketry
tide,slack_tide
interstitial_tissue,neuroglia
nebula,planetary_nebula
copy,roneo
dogbane,rocky_mountain_dogbane
rom,eprom
following,stalking
smart_money,treble_damages
procession,leapfrog
vocalizer,yodeller
beehive,skep
regret,fear
venom,snake_venom
symbolization,allegory
coupon,twofer
tree_fern,giant_fern
roentgenography,pyelography
ski_run,piste
miscalculation,truncation_error
frozen_dessert,icebox_cake
business_deduction,entertainment_deduction
ascendance,monopoly
feedback_circuit,control_circuit
positioning,superposition
line_of_longitude,magnetic_meridian
vestige,footprint
discharge_pipe,hydrant
joint_fir,ephedra_sinica
military_march,pibroch
ammonia,ammonium_ion
exam,tripos
womaniser,masher
coding_system,computer_code
ban,embargo
iguanid,american_chameleon
labor_contract,yellow-dog_contract
raspberry_bush,rubus_phoenicolasius
blast_wave,sonic_boom
geological_process,subduction
fudge,panocha
garlic,clove
cervid,elaphurus_davidianus
start,jumpstart
hot_pepper,tabasco
states'_rights,nullification
occurrence,sympatry
lappic,sami
recruiter,recruiting-sergeant
haemoglobin,oxyhaemoglobin
profile,soil_profile
fright,dread
wrench,sprain
victuals,tuck
leprosy,lepromatous_leprosy
beef_cattle,beefalo
rucksack,kitbag
wildflower,queen_anne's_lace
erythrocytolysin,streptolysin
afibrinogenemia,congenital_afibrinogenemia
burgundy_wine,montrachet
fluoride,sulfur_hexafluoride
emotionalism,excitability
newspaper_advertisement,classified_advertisement
oppressor,torturer
power_brake,airbrake
imprint,impression
haddock,smoked_haddock
thysanuron,machilid
gastropod,aplacophoran
pocket_billiards,snooker
trend,bandwagon
insensibility,dullness
mould,sandbox
manger,bunk
folie,dissociative_disorder
grevillea,silk_oak
coffeepot,percolator
sulfide,zinc_sulfide
achiever,sleeper
residential_area,rabbit_warren
malady,growth
links_course,links
norway_rat,sewer_rat
plebeian,lowbrow
auditory_modality,perfect_pitch
endoscopy,sigmoidoscopy
substantia_alba,tract
avens,white_avens
silver_bell,opossum_wood
gatepost,shutting_post
pinniped,sea_horse
stamp,rubberstamp
pipeline,oil_pipeline
diverticulum,meckel's_diverticulum
field_line,magnetic_line_of_force
graciousness,suaveness
personal_representative,legal_representative
vacationer,weekender
torpor,hibernation
ai,robotics
lifetime,hereafter
fowl,wildfowl
woodscrew,screw_eye
flageolet,tabor_pipe
shuck,bran
nowness,up-to-dateness
heart_disease,rheumatic_heart_disease
stool,melena
nickel-base_alloy,permalloy
victim,whipping_boy
dissonance,cacophony
